CourseTitle,Section,CrsPBADiv,N.Ret,CrsLvlNum,N.NOCRED,NComb,PCT.C_MINUS_OR_BELOW,PCT.WDRAW,PCT.DF,CrsPBADept,Workload.Raw,Hours,Instructors.title,RAP,N.ENROLL,PCT.GRADE,Subject_Label,CrsPBAColl,Level,Instructors.name,Workload.Hrs_Wk,NIntrFCQ,N.PASS,AvgInstructor,PCT.F,PCT.D,PCT.B,PCT.C,Instruction_Mode,PCT.A,N.GRADE,N.EOT,Instructors.group,PCT.INCOMP,Course,AvgCourse,N.INCOMP,YearTerm,Activity_Type,Honors,AVG_GRD,Subject
Human Anatomy Laboratory,024,NS,6,3XXX,0,1,0.08,0.19,0,IPHY,4.20,2,INSTRUCTOR,0,16,1,Integrative Physiology,AS,Upper,"HOBBS, STEVEN L",10-12,1,0,4.17,0,0,0.38,0.38,P  - In Person,0.23,13,13,2 Other reg,0,3415,4,0,20137,MLS - Main Lab,0,2.8,IPHY
Introduction to Human Physiology,001,NS,71,3XXX,0,1,0.29,0.06,0.21,IPHY,2.94,3,INSTRUCTOR,0,100,0.98,Integrative Physiology,AS,Upper,"BUSTAMANTE, HEIDI MARGARITA",7-9,1,0,5.1,0.03,0.17,0.43,0.24,P  - In Person,0.12,92,94,2 Other reg,0.02,3430,4.69,2,20137,LEC - Lecture,0,2.44,IPHY
Physiology Lab,001,NS,15,3XXX,0,1,0.06,0,0,IPHY,2.69,2,INSTRUCTOR,0,16,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,5.93,0,0,0.56,0.38,P  - In Person,0.06,16,16,2 Other reg,0,3435,5.07,0,20137,MLS - Main Lab,0,2.69,IPHY
Physiology Lab,002,NS,4,3XXX,0,1,0.13,0,0,IPHY,2.50,2,INSTRUCTOR,0,15,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,4.5,0,0,0.4,0.4,P  - In Person,0.2,15,15,2 Other reg,0,3435,4.75,0,20137,MLS - Main Lab,0,2.8,IPHY
Physiology Lab,003,NS,10,3XXX,0,1,0.17,0.08,0.08,IPHY,2.60,2,INSTRUCTOR,0,13,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,5.7,0,0.08,0.5,0.17,P  - In Person,0.25,12,12,2 Other reg,0,3435,4.7,0,20137,MLS - Main Lab,0,2.89,IPHY
Physiology Lab,004,NS,12,3XXX,0,1,0,0,0,IPHY,2.92,2,INSTRUCTOR,0,14,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,4.92,0,0,0.57,0.21,P  - In Person,0.21,14,14,2 Other reg,0,3435,4.5,0,20137,MLS - Main Lab,0,3,IPHY
Physiology Lab,006,NS,16,3XXX,0,1,0,0,0,IPHY,2.69,2,INSTRUCTOR,0,16,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,5.38,0,0,0.63,0.19,P  - In Person,0.19,16,16,2 Other reg,0,3435,4.81,0,20137,MLS - Main Lab,0,3.04,IPHY
Physiology Lab,007,NS,10,3XXX,0,1,0.07,0,0.07,IPHY,3.00,2,INSTRUCTOR,0,14,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,4.7,0,0.07,0.43,0.14,P  - In Person,0.36,14,14,2 Other reg,0,3435,4.3,0,20137,MLS - Main Lab,0,2.99,IPHY
Physiology Lab,008,NS,7,3XXX,0,1,0,0.07,0,IPHY,2.57,2,INSTRUCTOR,0,15,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,6,0,0,0.71,0.14,P  - In Person,0.14,14,14,2 Other reg,0,3435,4.86,0,20137,MLS - Main Lab,0,3,IPHY
Physiology Lab,009,NS,15,3XXX,0,1,0.06,0,0,IPHY,2.50,2,INSTRUCTOR,0,16,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,5.73,0,0,0.75,0.13,P  - In Person,0.13,16,16,2 Other reg,0,3435,4.67,0,20137,MLS - Main Lab,0,3,IPHY
Physiology Lab,010,NS,8,3XXX,0,1,0,0,0,IPHY,2.63,2,INSTRUCTOR,0,15,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,4.5,0,0,0.67,0.13,P  - In Person,0.2,15,15,2 Other reg,0,3435,3.38,0,20137,MLS - Main Lab,0,3.07,IPHY
Physiology Lab,011,NS,14,3XXX,0,1,0.07,0,0,IPHY,2.71,2,INSTRUCTOR,0,15,1,Integrative Physiology,AS,Upper,"MADDEN, MOLLY C",7-9,1,0,6,0,0,0.53,0.13,P  - In Person,0.33,15,15,2 Other reg,0,3435,5.29,0,20137,MLS - Main Lab,0,3.1,IPHY
Human Physiology 1,001,NS,131,3XXX,0,1,0.06,0.03,0.03,IPHY,2.84,3,PROFESSOR,0,163,1,Integrative Physiology,AS,Upper,"DESOUZA, CHRISTOPHER A",7-9,1,0,4.31,0.01,0.02,0.37,0.25,P  - In Person,0.36,158,158,1 TTT,0,3470,4.71,0,20137,LEC - Lecture,0,3.03,IPHY
Human Physiology 2,001,NS,119,3XXX,0,1,0.21,0.02,0.13,IPHY,2.79,3,ASSOCIATE PROFESSOR,0,171,0.99,Integrative Physiology,AS,Upper,"BYRNES, WILLIAM",7-9,1,0,4.58,0.05,0.08,0.4,0.33,P  - In Person,0.14,166,167,1 TTT,0.01,3480,4.53,1,20137,LEC - Lecture,0,2.48,IPHY
Applied Clinical Research,800,NS,6,3XXX,0,1,0,0,0,IPHY,1.67,2,PROFESSOR,1,14,1,Integrative Physiology,AS,Upper,"BEKOFF, ANNE C",4-6,1,0,2.83,0,0,0,0,P  - In Person,1,14,14,1 TTT,0,3500,2.5,0,20137,LEC - Lecture,0,4,IPHY
Scientific Writing in Integrative Physiology,001,NS,9,3XXX,0,1,0,0.06,0,IPHY,3.75,3,SENIOR INSTRUCTOR,0,17,1,Integrative Physiology,AS,Upper,"BOYKO, MARIE ELIZABETH",10-12,1,0,5.78,0,0,0.5,0,P  - In Person,0.5,16,16,2 Other reg,0,3700,5.11,0,20137,LEC - Lecture,0,3.59,IPHY
Scientific Writing in Integrative Physiology,002,NS,13,3XXX,0,1,0.06,0,0.06,IPHY,4.00,3,SENIOR INSTRUCTOR,0,18,1,Integrative Physiology,AS,Upper,"BOYKO, MARIE ELIZABETH",10-12,1,0,5.69,0,0.06,0.78,0,P  - In Person,0.17,18,18,2 Other reg,0,3700,5.23,0,20137,LEC - Lecture,0,3.11,IPHY
Endocrinology,010,NS,66,4XXX,0,1,0.09,0.02,0.05,IPHY,2.98,4,ASSOCIATE PROFESSOR,0,122,1,Integrative Physiology,AS,Upper,"LOWRY, CHRISTOPHER",7-9,1,0,5.23,0.01,0.04,0.34,0.24,P  - In Person,0.36,119,119,1 TTT,0,4440,5.04,0,20137,LEC - Lecture,0,3,IPHY
Biology of Human Reproduction,001,NS,16,4XXX,0,1,0.13,0,0.07,IPHY,2.53,3,RESEARCH ASSOCIATE,0,30,1,Integrative Physiology,AS,Upper,"LOPEZ, KRISTIN HILMA",7-9,1,0,5.25,0.03,0.03,0.23,0.3,P  - In Person,0.4,30,30,3 Supp,0,4470,5.13,0,20137,LEC - Lecture,0,2.93,IPHY
Biomechanics,010,NS,41,4XXX,0,1,0.02,0,0,IPHY,3.10,5,ASST PROFESSOR,0,53,1,Integrative Physiology,AS,Upper,"GRABOWSKI, ALENA MARIE",7-9,1,0,3.63,0,0,0.7,0.04,P  - In Person,0.26,53,53,1 TTT,0,4540,4.1,0,20137,LEC - Lecture,0,3.3,IPHY
Immunology,001,NS,83,4XXX,0,1,0.09,0.09,0.03,IPHY,3.28,3,INSTRUCTOR,0,98,1,Integrative Physiology,AS,Upper,"FOLEY, TERESA E.",7-9,1,0,5.82,0,0.03,0.49,0.24,P  - In Person,0.24,89,89,2 Other reg,0,4600,5.71,0,20137,LEC - Lecture,0,2.91,IPHY
Exercise Physiology,100,NS,77,4XXX,0,1,0.03,0.03,0,IPHY,3.25,5,ASSOCIATE PROFESSOR,0,96,1,Integrative Physiology,AS,Upper,"BYRNES, WILLIAM",7-9,1,0,4.77,0,0,0.56,0.28,P  - In Person,0.16,93,93,1 TTT,0,4650,4.76,0,20137,LEC - Lecture,0,2.88,IPHY
Neurophysiology,010,NS,62,4XXX,0,1,0.17,0.04,0.1,IPHY,3.47,4,INSTRUCTOR,0,72,1,Integrative Physiology,AS,Upper,"CASAGRAND, JANET L",7-9,1,0,4.82,0,0.1,0.45,0.35,P  - In Person,0.1,69,69,2 Other reg,0,4720,4.74,0,20137,LEC - Lecture,0,2.53,IPHY
Theory of Motor Skill Learning,001,NS,9,4XXX,0,2,0,0.06,0,IPHY,2.29,3,ASSOCIATE PROFESSOR,0,16,1,Integrative Physiology,AS,Upper,"SHERWOOD, DAVID",4-6,1,0,5.67,0,0,0.53,0.07,P  - In Person,0.4,15,15,1 TTT,0,4740,5.11,0,20137,LEC - Lecture,0,3.31,IPHY
Internship,935,NS,,4XXX,0,1,0,0,0,IPHY,,3,INSTRUCTOR,0,11,1,Integrative Physiology,AS,Upper,"BUSTAMANTE, HEIDI MARGARITA",,,0,,0,0,0,0,P  - In Person,1,11,11,2 Other reg,0,4930,,0,20137,INT - Internship,0,4,IPHY
Colloquium in Integrative Physiology,010,NS,23,5XXX,0,1,0,0,0,IPHY,1.35,2,PROFESSOR,0,31,1,Integrative Physiology,AS,Masters,"FLESHNER, MONIKA R",0-3,1,0,5.27,0,0,0.03,0,P  - In Person,0.97,31,31,1 TTT,0,5100,4.91,0,20137,LEC - Lecture,0,3.95,IPHY
Advanced Statistics and Research Methods in Integrative Physiology,002,NS,20,5XXX,0,1,0,0.03,0,IPHY,3.33,4,ASSOCIATE PROFESSOR,0,33,1,Integrative Physiology,AS,Masters,"MCQUEEN, MATTHEW B",7-9,1,0,5.58,0,0,0.25,0.03,P  - In Person,0.72,32,32,1 TTT,0,5800,5.2,0,20137,LEC - Lecture,0,3.62,IPHY
Seminar,003,NS,7,6XXX,0,1,0,0,0,IPHY,2.17,3,ASSOCIATE PROFESSOR,0,10,1,Integrative Physiology,AS,Masters,"LOWRY, CHRISTOPHER",4-6,1,0,6,0,0,0,0,P  - In Person,1,10,10,1 TTT,0,6010,5.57,0,20137,SEM - Seminar,0,4,IPHY
Matlab for Physiological and Biomechanical Research,001,NS,11,6XXX,0,1,0,0,0,IPHY,3.00,3,ASST PROFESSOR,0,13,0.92,Integrative Physiology,AS,Masters,"AHMED, ALAA ABDALLA",7-9,1,0,4.64,0,0,0.08,0,P  - In Person,0.92,12,13,1 TTT,0,6680,4.27,0,20137,SEM - Seminar,0,3.82,IPHY
Language in U.S. Society,010,SS,83,1XXX,0,1,0.1,0.03,0.05,LING,2.09,3,GRAD PART-TIME INSTRUCTOR,0,96,1,Linguistics,AS,Lower,"HOLMAN, JESSICA L.",4-6,1,0,4.46,0.01,0.04,0.4,0.18,P  - In Person,0.37,93,93,4 TA Cred,0,1000,4.2,0,20137,LEC - Lecture,0,3.02,LING
Language in U.S. Society,020,SS,62,1XXX,0,1,0.01,0.01,0.01,LING,1.88,3,GRAD PART-TIME INSTRUCTOR,0,88,1,Linguistics,AS,Lower,"SANDOVAL, RICHARD A",4-6,1,0,3.88,0.01,0,0.46,0.07,P  - In Person,0.46,87,87,4 TA Cred,0,1000,3.56,0,20137,LEC - Lecture,0,3.26,LING
Languages of the World,010,SS,63,1XXX,0,1,0.09,0.01,0.07,LING,2.10,3,GRAD PART-TIME INSTRUCTOR,0,93,1,Linguistics,AS,Lower,"DUMAN, STEVEN ELIJAH",4-6,1,0,5.89,0.04,0.02,0.26,0.1,P  - In Person,0.58,92,92,4 TA Cred,0,1020,5.4,0,20137,LEC - Lecture,0,3.28,LING
Languages of the World,020,SS,49,1XXX,0,1,0.08,0.08,0.06,LING,2.12,3,GRAD PART-TIME INSTRUCTOR,0,72,1,Linguistics,AS,Lower,"BEER, SAMUEL JAMES",4-6,1,0,5.43,0.02,0.05,0.45,0.11,P  - In Person,0.38,66,66,4 TA Cred,0,1020,4.92,0,20137,LEC - Lecture,0,3.14,LING
Service Learning Practicum: Adult Literacy,800,SS,,1XXX,0,1,,,,LING,,1,ASSOCIATE PROFESSOR,1,14,,Linguistics,AS,Lower,"HALL, KIRA",,,13,,,,,,P  - In Person,,,14,1 TTT,,1900,,0,20137,PRA - Practicum,0,,LING
Introduction to Linguistics,010,SS,83,2XXX,0,1,0.13,0.04,0.12,LING,2.17,3,ASST PROFESSOR,0,125,0.99,Linguistics,AS,Lower,"SCARBOROUGH, REBECCA ANNE",4-6,1,0,4.57,0.04,0.08,0.32,0.17,P  - In Person,0.39,119,120,1 TTT,0.01,2000,4.32,1,20137,LEC - Lecture,0,2.95,LING
Language Sound Structures,010,SS,31,3XXX,0,1,0.03,0.02,0.03,LING,2.19,3,GRAD PART-TIME INSTRUCTOR,0,40,1,Linguistics,AS,Upper,"PHELPS, KATHERINE S",4-6,1,0,5.42,0,0.03,0.38,0.18,P  - In Person,0.41,39,39,4 TA Cred,0,3100,5.26,0,20137,LEC - Lecture,0,3.16,LING
Semantics,001,SS,25,3XXX,0,1,0.07,0,0.04,LING,2.14,3,ASSOCIATE PROFESSOR,0,27,1,Linguistics,AS,Upper,"NARASIMHAN, BHUVANESWARI",4-6,1,0,4.76,0.04,0,0.37,0.07,P  - In Person,0.52,27,27,1 TTT,0,3430,4.28,0,20137,LEC - Lecture,0,3.3,LING
Perspectives on Language,001,SS,11,4XXX,0,1,0.08,0.07,0.08,LING,2.00,3,PROFESSOR,0,14,1,Linguistics,AS,Upper,"ROOD, DAVID S",4-6,1,0,5,0.08,0,0.08,0.08,P  - In Person,0.77,13,13,1 TTT,0,4100,4.27,0,20137,LEC - Lecture,0,3.42,LING
Morphology and Syntax,001,SS,23,4XXX,0,1,0.09,0,0.06,LING,2.43,3,GRAD PART-TIME INSTRUCTOR,0,35,1,Linguistics,AS,Upper,"RAMOS-BIERGE, STEFANIE",4-6,1,0,4.39,0.03,0.03,0.29,0.06,P  - In Person,0.6,35,35,4 TA Cred,0,4420,4,0,20137,LEC - Lecture,0,3.33,LING
Linguistic Phonetics,010,SS,26,5XXX,0,1,0.03,0,0,LING,3.54,3,ASST PROFESSOR,0,31,1,Linguistics,AS,Masters,"SCARBOROUGH, REBECCA ANNE",10-12,1,0,5.27,0,0,0.26,0.03,P  - In Person,0.71,31,31,1 TTT,0,5030,4.77,0,20137,LEC - Lecture,0,3.58,LING
Introduction to Computational Corpus Linguistics,001,SS,13,5XXX,0,1,0,0,0,LING,2.58,3,INSTRUCTOR,0,15,1,Linguistics,AS,Masters,"COHEN, KEVIN BRETONNEL",7-9,1,0,4.15,0,0,0.13,0.07,P  - In Person,0.8,15,15,2 Other reg,0,5200,3.85,0,20137,LEC - Lecture,0,3.73,LING
Morphology and Syntax,001,SS,21,5XXX,0,1,0,0,0,LING,3.10,3,PROFESSOR,0,25,1,Linguistics,AS,Masters,"ROOD, DAVID S",7-9,1,0,5.71,0,0,0,0.08,P  - In Person,0.92,25,25,1 TTT,0,5420,5.29,0,20137,LEC - Lecture,0,3.8,LING
Introduction to Diachronic Linguistics,001,SS,9,5XXX,0,1,0,0,0,LING,2.25,3,PROFESSOR,0,12,1,Linguistics,AS,Masters,"FRAJZYNGIER, ZYGMUNT",4-6,1,0,5,0,0,0.25,0,P  - In Person,0.75,12,12,1 TTT,0,5570,4.89,0,20137,LEC - Lecture,0,3.75,LING
Topics in Language Use,003,SS,12,6XXX,0,1,0,0.08,0,LING,3.92,3,LECTURER,0,13,1,Linguistics,AS,Masters,"MOSELE, PATRICIA K",10-12,1,0,5.25,0,0,0,0,P  - In Person,1,12,12,3 Supp,0,6300,5,0,20137,LEC - Lecture,0,3.97,LING
Sociolinguistic Analysis,001,SS,13,6XXX,0,1,0,0,0,LING,3.77,3,ASSOCIATE PROFESSOR,0,13,0.92,Linguistics,AS,Masters,"HALL, KIRA",10-12,1,0,5.69,0,0,0.08,0,P  - In Person,0.92,12,13,1 TTT,0,6310,5.54,0,20137,SEM - Seminar,0,3.92,LING
Open Topics in Linguistics,002,SS,9,7XXX,0,1,0,0,0,LING,3.11,3,ASSOCIATE PROFESSOR,0,12,1,Linguistics,AS,Doctoral,"NARASIMHAN, BHUVANESWARI",7-9,1,0,5.55,0,0,0.25,0,P  - In Person,0.75,12,12,1 TTT,0,7800,5.22,0,20137,SEM - Seminar,0,3.75,LING
Introduction to College Mathematics,310,NS,,1XXX,0,1,0.15,0,0.15,MATH,,3,INSTRUCTOR,0,17,0.76,Mathematics,AS,Lower,"MAUNG, YI MOON",,,0,,0.15,0,0.15,0.31,P  - In Person,0.38,13,17,2 Other reg,0.24,1005,,4,20137,LEC - Lecture,0,2.55,MATH
Introduction to College Mathematics,311,NS,,1XXX,0,1,0.15,0.05,0.15,MATH,,3,INSTRUCTOR,0,19,0.72,Mathematics,AS,Lower,"MAUNG, YI MOON",,,0,,0.15,0,0.23,0.38,P  - In Person,0.23,13,18,2 Other reg,0.28,1005,,5,20137,LEC - Lecture,0,2.36,MATH
Fundamentals and Techniques of College Algebra,010,NS,40,1XXX,0,1,0.34,0.03,0.31,MATH,2.94,3,LECTURER,0,92,1,Mathematics,AS,Lower,"BECKER, S IRA",7-9,1,0,4.4,0.16,0.16,0.27,0.24,P  - In Person,0.18,89,89,3 Supp,0,1011,3.59,0,20137,LEC - Lecture,0,2.14,MATH
Fundamentals and Techniques of College Algebra,020,NS,38,1XXX,0,1,0.31,0.09,0.28,MATH,2.58,3,LECTURER,0,106,1,Mathematics,AS,Lower,"HARPER, JACOB TYLER",7-9,1,0,4.92,0.11,0.17,0.4,0.23,P  - In Person,0.09,96,96,3 Supp,0,1011,4.21,0,20137,LEC - Lecture,0,2.16,MATH
Fundamentals and Techniques of College Algebra,030,NS,40,1XXX,0,1,0.26,0.1,0.24,MATH,2.51,3,LECTURER,0,104,1,Mathematics,AS,Lower,"HARPER, JACOB TYLER",7-9,1,0,4.9,0.12,0.13,0.34,0.22,P  - In Person,0.19,94,94,3 Supp,0,1011,4.35,0,20137,LEC - Lecture,0,2.34,MATH
Fundamentals and Techniques of College Algebra,310,NS,,1XXX,0,1,0.08,0.25,0.08,MATH,,3,LECTURER,0,16,1,Mathematics,AS,Lower,"MAGGIORE, DIANA L",,,0,,0,0.08,0.33,0.33,P  - In Person,0.25,12,12,3 Supp,0,1011,,0,20137,LEC - Lecture,0,2.77,MATH
Fundamentals and Techniques of College Algebra,312,NS,,1XXX,0,1,0.3,0.09,0.2,MATH,,3,LECTURER,0,11,1,Mathematics,AS,Lower,"FARDI, NICOLE SATI",,,0,,0.1,0.1,0.3,0.5,P  - In Person,0,10,10,3 Supp,0,1011,,0,20137,LEC - Lecture,0,2,MATH
Quantitative Reasoning and Mathematical Skills,001,NS,18,1XXX,0,1,0.22,0.03,0.17,MATH,2.00,3,LECTURER,0,37,1,Mathematics,AS,Lower,"YACOUB, WAFA",4-6,1,0,5.83,0.08,0.08,0.36,0.14,P  - In Person,0.33,36,36,3 Supp,0,1012,5.11,0,20137,LEC - Lecture,0,2.77,MATH
Quantitative Reasoning and Mathematical Skills,002,NS,22,1XXX,0,1,0.15,0.06,0.03,MATH,1.81,3,LECTURER,0,36,1,Mathematics,AS,Lower,"YACOUB, WAFA",4-6,1,0,5.77,0,0.03,0.21,0.18,P  - In Person,0.59,34,34,3 Supp,0,1012,4.95,0,20137,LEC - Lecture,0,3.36,MATH
Quantitative Reasoning and Mathematical Skills,003,NS,28,1XXX,0,1,0.03,0.03,0.03,MATH,1.74,3,LECTURER,0,36,1,Mathematics,AS,Lower,"YACOUB, WAFA",4-6,1,0,5.79,0,0.03,0.34,0.09,P  - In Person,0.54,35,35,3 Supp,0,1012,5.11,0,20137,LEC - Lecture,0,3.37,MATH
Quantitative Reasoning and Mathematical Skills,004,NS,17,1XXX,0,1,0.4,0.03,0.23,MATH,1.71,3,LECTURER,0,36,1,Mathematics,AS,Lower,"ROY, MICHAEL D",4-6,1,0,4.41,0.11,0.11,0.29,0.37,P  - In Person,0.11,35,35,3 Supp,0,1012,3.41,0,20137,LEC - Lecture,0,2.12,MATH
Quantitative Reasoning and Mathematical Skills,005,NS,28,1XXX,0,1,0.06,0,0.06,MATH,1.69,3,LECTURER,0,35,1,Mathematics,AS,Lower,"YACOUB, WAFA",4-6,1,0,5.7,0,0.06,0.31,0.17,P  - In Person,0.46,35,35,3 Supp,0,1012,4.81,0,20137,LEC - Lecture,0,3.12,MATH
Quantitative Reasoning and Mathematical Skills,006,NS,30,1XXX,0,1,0.06,0.06,0,MATH,2.17,3,LECTURER,0,35,1,Mathematics,AS,Lower,"ROONEY, MARTHA MARIE",4-6,1,0,5.37,0,0,0.39,0.27,P  - In Person,0.33,33,33,3 Supp,0,1012,4.47,0,20137,LEC - Lecture,0,3.03,MATH
Quantitative Reasoning and Mathematical Skills,007,NS,32,1XXX,0,1,0.03,0.08,0,MATH,2.38,3,LECTURER,0,36,1,Mathematics,AS,Lower,"ROONEY, MARTHA MARIE",4-6,1,0,5.46,0,0,0.39,0.21,P  - In Person,0.39,33,33,3 Supp,0,1012,4.69,0,20137,LEC - Lecture,0,3.15,MATH
Quantitative Reasoning and Mathematical Skills,008,NS,39,1XXX,0,1,0.26,0.07,0.26,MATH,2.06,3,LECTURER,0,46,1,Mathematics,AS,Lower,"BAOUCHI, ABDEL WAHAB",4-6,1,0,3.59,0.09,0.16,0.4,0.21,P  - In Person,0.14,43,43,3 Supp,0,1012,3.21,0,20137,LEC - Lecture,0,2.32,MATH
Quantitative Reasoning and Mathematical Skills,010,NS,24,1XXX,0,1,0.26,0.06,0.16,MATH,2.10,3,INSTRUCTOR,0,33,1,Mathematics,AS,Lower,"NEWBERRY, PATRICK THAXTON",4-6,1,0,5.33,0.03,0.13,0.39,0.23,P  - In Person,0.23,31,31,2 Other reg,0,1012,4.54,0,20137,LEC - Lecture,0,2.65,MATH
Quantitative Reasoning and Mathematical Skills,011,NS,32,1XXX,0,1,0.09,0.08,0.06,MATH,2.11,3,INSTRUCTOR,0,38,1,Mathematics,AS,Lower,"NEWBERRY, PATRICK THAXTON",4-6,1,0,5.19,0.03,0.03,0.6,0.17,P  - In Person,0.17,35,35,2 Other reg,0,1012,4.53,0,20137,LEC - Lecture,0,2.88,MATH
Quantitative Reasoning and Mathematical Skills,012,NS,17,1XXX,0,1,0.11,0.18,0.11,MATH,2.14,3,LECTURER,0,34,1,Mathematics,AS,Lower,"DOUTHITT, CAMERON BENNETT",4-6,1,0,1.94,0,0.11,0.46,0.21,P  - In Person,0.21,28,28,3 Supp,0,1012,2,0,20137,LEC - Lecture,0,2.79,MATH
Quantitative Reasoning and Mathematical Skills,013,NS,15,1XXX,0,1,0.09,0.03,0.09,MATH,2.42,3,LECTURER,0,34,1,Mathematics,AS,Lower,"DOUTHITT, CAMERON BENNETT",4-6,1,0,3.87,0.03,0.06,0.3,0.39,P  - In Person,0.21,33,33,3 Supp,0,1012,3.6,0,20137,LEC - Lecture,0,2.61,MATH
Quantitative Reasoning and Mathematical Skills,272,NS,,1XXX,0,1,0.07,0.06,0.07,MATH,,3,SENIOR INSTRUCTOR,0,16,1,Mathematics,AS,Lower,"GILLETT, BERNARD",,,0,,0.07,0,0.4,0.33,P  - In Person,0.2,15,15,2 Other reg,0,1012,,0,20137,LEC - Lecture,0,2.63,MATH
Quantitative Reasoning and Mathematical Skills,310,NS,,1XXX,0,1,0.08,0,0,MATH,,3,TEACHING ASSISTANT,0,12,1,Mathematics,AS,Lower,"VAN WYHE, MATTHEW M",,,0,,0,0,0.42,0.08,P  - In Person,0.5,12,12,4 TA Cred,0,1012,,0,20137,LEC - Lecture,0,3.29,MATH
Numerical and Analytical College Trigonometry,001,NS,17,1XXX,0,1,0.42,0.06,0.24,MATH,2.53,2,SENIOR INSTRUCTOR,0,35,1,Mathematics,AS,Lower,"SHAULIS, DELPHY T",7-9,1,0,5.06,0.06,0.18,0.21,0.33,P  - In Person,0.21,33,33,2 Other reg,0,1021,4.82,0,20137,LEC - Lecture,0,2.29,MATH
Finite Mathematics for Social Science and Business,010,NS,51,1XXX,0,1,0.22,0.03,0.14,MATH,2.18,3,LECTURER,0,120,1,Mathematics,AS,Lower,"VERNEREY, DIVYA E.",4-6,1,0,4.98,0.09,0.05,0.2,0.17,P  - In Person,0.49,116,116,3 Supp,0,1071,4.55,0,20137,LEC - Lecture,0,2.93,MATH
Finite Mathematics for Social Science and Business,020,NS,53,1XXX,0,1,0.24,0.03,0.17,MATH,2.52,3,LECTURER,0,117,1,Mathematics,AS,Lower,"VERNEREY, DIVYA E.",7-9,1,0,5.23,0.13,0.04,0.28,0.14,P  - In Person,0.41,113,113,3 Supp,0,1071,4.51,0,20137,LEC - Lecture,0,2.81,MATH
Finite Mathematics for Social Science and Business,030,NS,52,1XXX,0,1,0.29,0.02,0.15,MATH,1.91,3,LECTURER,0,118,1,Mathematics,AS,Lower,"VERNEREY, DIVYA E.",4-6,1,0,5.18,0.11,0.03,0.2,0.21,P  - In Person,0.45,116,116,3 Supp,0,1071,4.33,0,20137,LEC - Lecture,0,2.78,MATH
Finite Mathematics for Social Science and Business,040,NS,57,1XXX,0,1,0.25,0.03,0.14,MATH,2.25,3,LECTURER,0,118,0.99,Mathematics,AS,Lower,"ANGEL, EITAN M",4-6,1,0,3.8,0.09,0.05,0.16,0.17,P  - In Person,0.54,114,115,3 Supp,0.01,1071,3.79,1,20137,LEC - Lecture,0,2.94,MATH
Finite Mathematics for Social Science and Business,050,NS,45,1XXX,0,1,0.25,0.02,0.11,MATH,2.26,3,LECTURER,0,126,1,Mathematics,AS,Lower,"ANGEL, EITAN M",4-6,1,0,3.7,0.05,0.06,0.21,0.18,P  - In Person,0.5,123,123,3 Supp,0,1071,3.49,0,20137,LEC - Lecture,0,3,MATH
Finite Mathematics for Social Science and Business,060,NS,41,1XXX,0,1,0.32,0.04,0.15,MATH,2.03,3,LECTURER,0,107,1,Mathematics,AS,Lower,"ROY, MICHAEL D",4-6,1,0,3.27,0.06,0.09,0.2,0.2,P  - In Person,0.45,103,103,3 Supp,0,1071,3.37,0,20137,LEC - Lecture,0,2.81,MATH
Finite Mathematics for Social Science and Business,070,NS,36,1XXX,0,1,0.28,0.02,0.22,MATH,2.31,3,LECTURER,0,85,1,Mathematics,AS,Lower,"ROY, MICHAEL D",4-6,1,0,2.94,0.11,0.11,0.28,0.12,P  - In Person,0.39,83,83,3 Supp,0,1071,2.83,0,20137,LEC - Lecture,0,2.66,MATH
Finite Mathematics for Social Science and Business,281,NS,,1XXX,0,1,0.17,0.05,0.06,MATH,,3,LECTURER,0,19,1,Mathematics,AS,Lower,"VERNEREY, DIVYA E.",,,0,,0,0.06,0.06,0.17,P  - In Person,0.72,18,18,3 Supp,0,1071,,0,20137,LEC - Lecture,0,3.34,MATH
Calculus for Social Science and Business,010,NS,56,1XXX,0,1,0.2,0.04,0.18,MATH,2.85,3,SENIOR INSTRUCTOR,0,124,1,Mathematics,AS,Lower,"SHAULIS, DELPHY T",7-9,1,0,5.44,0.07,0.12,0.3,0.12,P  - In Person,0.39,119,119,2 Other reg,0,1081,4.88,0,20137,LEC - Lecture,0,2.82,MATH
Calculus for Social Science and Business,020,NS,50,1XXX,0,1,0.19,0.04,0.15,MATH,2.87,3,SENIOR INSTRUCTOR,0,122,1,Mathematics,AS,Lower,"SHAULIS, DELPHY T",7-9,1,0,5.22,0.03,0.11,0.39,0.3,P  - In Person,0.16,117,117,2 Other reg,0,1081,4.54,0,20137,LEC - Lecture,0,2.52,MATH
